,Web TÜFE
2025-05-10,113.2270522532196
2025-05-11,113.19731629360916
2025-05-12,113.3620521461152
2025-05-13,113.45116582981316
2025-05-14,113.63507447731848
2025-05-15,113.8627501408228
2025-05-16,113.91683709311728
2025-05-17,113.82345500740992
2025-05-18,113.77106646732608
2025-05-19,113.80490907281774
2025-05-20,114.06778786026771
2025-05-21,114.08118756859366
2025-05-22,114.29782075332848
2025-05-23,114.08809178301784
2025-05-24,114.03356080880025
2025-05-25,113.97482873673464
2025-05-26,114.02338766429524
2025-05-27,114.227660956229
2025-05-28,114.27134490265442
2025-05-29,114.42543134106644
2025-05-30,114.28476523573364
2025-05-31,114.30634243276882
2025-06-01,114.50210764690888
2025-06-02,114.70762845686522
2025-06-03,114.78431335004
2025-06-04,114.85411410294336
2025-06-05,114.83730043602662
2025-06-06,114.83730043602662
2025-06-07,114.83730043602662
2025-06-08,114.83730043602662
2025-06-09,114.60468134204376
2025-06-10,114.83432285420756
2025-06-11,114.75013577155154
2025-06-12,114.86526787640312
2025-06-13,114.89091326559198
2025-06-14,114.93381869991624
2025-06-15,114.96151728386307
2025-06-16,114.98308826314452
2025-06-17,115.23154094070362
2025-06-18,115.21545620499624
2025-06-19,115.53157811096006
2025-06-20,115.55557784906908
2025-06-21,115.65097756602998
2025-06-22,115.56982526623928
2025-06-23,115.66142272531714
2025-06-24,115.69419487599492
2025-06-25,115.62919722840164
2025-06-26,115.52660496210451
2025-06-27,115.54803724995224
2025-06-28,115.45988055002437
2025-06-29,115.4224706512292
2025-06-30,115.65120242166265
2025-07-01,116.19125161573854
2025-07-02,116.75202044231402
2025-07-03,116.856050433579
2025-07-04,117.34002302729075
2025-07-05,117.43142923925475
2025-07-06,117.53384016705624
2025-07-07,117.57380131681022
2025-07-08,117.64816149067644
2025-07-09,117.80769880906804
2025-07-10,117.86897435485577
2025-07-11,117.86086516268838
2025-07-12,117.65334960152968
2025-07-13,117.67357774191818
2025-07-14,117.73053543276004
2025-07-15,117.81266200600228
2025-07-16,117.8656952128895
2025-07-17,118.09071362677798
2025-07-18,118.09686359494016
2025-07-19,117.98687099112328
2025-07-20,118.0015724607146
2025-07-21,118.12248777442092
2025-07-22,118.2893737545627
2025-07-23,118.33804876725932
2025-07-24,118.407164321655
2025-07-25,118.4686543274014
2025-07-26,118.60471713844473
2025-07-27,118.45980972728712
2025-07-28,118.53631110880087
2025-07-29,118.70352737378568
2025-07-30,118.77054812045546
2025-07-31,119.00207763566318
2025-08-01,119.24356417793364
2025-08-02,119.2461999366761
2025-08-03,119.27286670004004
2025-08-04,119.42593644309238
2025-08-05,119.74289849750888
2025-08-06,119.69314200813636
2025-08-07,119.67316824952216
2025-08-08,119.84171238107866
2025-08-09,119.85117911645706
2025-08-10,119.86824857756824
2025-08-11,119.87546102029914
2025-08-12,119.85693727020691
2025-08-13,120.11667854467964
2025-08-14,120.19691922071428
2025-08-15,120.28822185944972
2025-08-16,120.1101452225862
2025-08-17,120.15425073343332
2025-08-18,120.22491873359652
2025-08-19,120.40184415587083
2025-08-20,120.45629056561351
2025-08-21,120.64042212168856
2025-08-22,120.4597385171118
2025-08-23,120.52716976578104
2025-08-24,120.58399177988451
2025-08-25,121.40983982497646
2025-08-26,121.329479290208
2025-08-27,121.42860294150438
2025-08-28,121.60592538914588
2025-08-29,121.55904157468689
2025-08-30,121.46420753583192
2025-08-31,121.49514922893628
2025-09-01,122.09964030686574
2025-09-02,122.2982127942184
2025-09-03,122.44664228528734
2025-09-04,122.60024646792208
2025-09-05,122.54022877763892
2025-09-06,122.54189771698766
2025-09-07,122.41389576591696
2025-09-08,122.49417150004363
2025-09-09,122.73386075958614
2025-09-10,122.9896676847404
2025-09-11,123.13357686124786
2025-09-12,123.0813240952302
2025-09-13,122.930070723448
2025-09-14,123.10892376476484
2025-09-15,123.39207208861252
2025-09-16,123.6358323540409
2025-09-17,123.7591236176123
2025-09-18,123.93014733552911
2025-09-19,123.92870367312976
2025-09-20,123.7816285029245
2025-09-21,123.72863706628505
2025-09-22,123.74648338757204
2025-09-23,123.82799620554128
2025-09-24,123.83027837795088
2025-09-25,124.106057677734
2025-09-26,123.84583612247772
2025-09-27,123.85995183230254
2025-09-28,123.9259203736678
2025-09-29,124.22159423472642
2025-09-30,124.28251024991016
2025-10-01,125.7368601446834
2025-10-02,125.99910412573249
2025-10-03,126.37430513662758
2025-10-04,126.63515580486091
2025-10-05,126.55982271570954
2025-10-06,126.69525646278332
2025-10-07,126.67966421432142
2025-10-08,126.50922228960248
2025-10-09,126.65209811149128
2025-10-10,126.72728018040227
2025-10-11,126.66064772467932
2025-10-12,126.59298520168944
2025-10-13,126.6140070439604
2025-10-14,127.02233928683918
2025-10-15,127.12045627958508
2025-10-16,127.31773364887924
2025-10-17,127.38172997893584
2025-10-18,127.33571895501208
2025-10-19,127.28159880897844
2025-10-20,127.49070004284982
2025-10-21,127.65473972720102
2025-10-22,127.68698618970048
2025-10-23,127.76844166049342
2025-10-24,127.76945417574125
2025-10-25,127.81951560831804
2025-10-26,127.74147020595768
2025-10-27,127.98860219710129
2025-10-28,128.05563031920488
2025-10-29,128.18674245704102
2025-10-30,128.3039520714951
2025-10-31,128.27923039333223
2025-11-01,128.60931595250318
2025-11-02,128.49100911487915
2025-11-03,128.48715886593502
2025-11-04,128.49962863269485
2025-11-05,128.49714409113636
2025-11-06,128.61236611578028
2025-11-07,128.5140747201614
2025-11-08,128.1908639169316
2025-11-09,128.11982029889506
2025-11-10,128.35949749573876
2025-11-11,128.37021302181404
2025-11-12,128.4687092252011
2025-11-13,128.4002149775723
2025-11-14,128.3384317268364
2025-11-15,128.23668775813252
2025-11-16,128.17332334478414
2025-11-17,128.27500984085046
2025-11-18,128.3240993525728
2025-11-19,128.31016325499155
2025-11-20,128.46973686303303
2025-11-21,128.3400380672669
2025-11-22,128.25301799222618
2025-11-23,128.17311928792498
2025-11-24,128.3598001636151
2025-11-25,128.66108152267827
2025-11-26,128.63411185760987
2025-11-27,128.5476922012515
2025-11-28,128.72125458528515
2025-11-29,128.9231750770062
2025-11-30,128.8425907423126
2025-12-01,129.24867544535235
2025-12-02,129.2513068989586
2025-12-03,129.07386029489766
2025-12-04,129.59732090777172
2025-12-05,129.51224816594498
2025-12-06,129.44295251642478
2025-12-07,129.3618607242023
